service,surface,method,route_pattern,dynamic_prefix,auth_or_permission,handler,source_file,source_line
go-api,小程序 API,POST,/api/app/chat/rooms/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.routeChatRoomPost)),services/go-api/internal/appapi/server.go,457
go-api,小程序 API,POST,/api/app/connections/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.routeConnectionPost)),services/go-api/internal/appapi/server.go,522
go-api,小程序 API,GET,/api/app/connections/my,否,小程序登录态,s.AppAuthMiddleware(s.myConnections),services/go-api/internal/appapi/server.go,521
go-api,小程序 API,GET,/api/app/enterprise-certification,否,小程序登录态,s.AppAuthMiddleware(s.appEnterpriseCertification),services/go-api/internal/appapi/server.go,470
go-api,小程序 API,POST,/api/app/enterprise-certification,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.submitEnterpriseCertification)),services/go-api/internal/appapi/server.go,471
go-api,小程序 API,GET,/api/app/experts/me/skills,否,小程序登录态,s.AppAuthMiddleware(s.expertSkill),services/go-api/internal/appapi/server.go,523
go-api,小程序 API,POST,/api/app/experts/me/skills,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.updateExpertSkill)),services/go-api/internal/appapi/server.go,524
go-api,小程序 API,PUT,/api/app/experts/me/skills,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.updateExpertSkill)),services/go-api/internal/appapi/server.go,525
go-api,小程序 API,GET,/api/app/files/,是,小程序登录态,s.AppAuthMiddleware(s.downloadFileURL),services/go-api/internal/appapi/server.go,459
go-api,小程序 API,POST,/api/app/files/upload-token,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.createUploadToken)),services/go-api/internal/appapi/server.go,458
go-api,小程序 API,GET,/api/app/footprints/my,否,小程序登录态,s.AppAuthMiddleware(s.myFootprints),services/go-api/internal/appapi/server.go,467
go-api,小程序 API,POST,/api/app/game-applications/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.routeGameApplicationPost)),services/go-api/internal/appapi/server.go,724
go-api,小程序 API,GET,/api/app/game-applications/my,否,小程序登录态,s.AppAuthMiddleware(s.myApplications),services/go-api/internal/appapi/server.go,431
go-api,小程序 API,GET,/api/app/game-applications/received,否,小程序登录态,s.AppAuthMiddleware(s.receivedApplications),services/go-api/internal/appapi/server.go,432
go-api,小程序 API,GET,/api/app/game-drafts,否,小程序登录态,s.AppAuthMiddleware(s.listGameDrafts),services/go-api/internal/appapi/server.go,416
go-api,小程序 API,POST,/api/app/game-drafts,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.createGameDraft)),services/go-api/internal/appapi/server.go,417
go-api,小程序 API,DELETE,/api/app/game-drafts/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.deleteGameDraft)),services/go-api/internal/appapi/server.go,420
go-api,小程序 API,GET,/api/app/game-drafts/,是,小程序登录态,s.AppAuthMiddleware(s.getGameDraft),services/go-api/internal/appapi/server.go,418
go-api,小程序 API,PUT,/api/app/game-drafts/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.updateGameDraft)),services/go-api/internal/appapi/server.go,419
go-api,小程序 API,POST,/api/app/game-invitations/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.respondGameInvitation)),services/go-api/internal/appapi/server.go,453
go-api,小程序 API,POST,/api/app/game-invites/current,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.createCurrentGameInvite)),services/go-api/internal/appapi/server.go,440
go-api,小程序 API,GET,/api/app/game-invites/guide-cancel-detail,否,小程序登录态,s.AppAuthMiddleware(s.gameInviteCancelDetail),services/go-api/internal/appapi/server.go,444
go-api,小程序 API,GET,/api/app/game-invites/guide-progress,否,小程序登录态,s.AppAuthMiddleware(s.gameInviteGuideProgress),services/go-api/internal/appapi/server.go,443
go-api,小程序 API,GET,/api/app/game-invites/permission,否,小程序登录态,s.AppAuthMiddleware(s.gameInvitePermission),services/go-api/internal/appapi/server.go,435
go-api,小程序 API,GET,/api/app/game-invites/player-config,否,小程序登录态,s.AppAuthMiddleware(s.gameInvitePlayerConfig),services/go-api/internal/appapi/server.go,434
go-api,小程序 API,GET,/api/app/game-invites/players,否,小程序登录态,s.AppAuthMiddleware(s.gameInvitePlayers),services/go-api/internal/appapi/server.go,437
go-api,小程序 API,GET,/api/app/game-invites/recent-players,否,小程序登录态,s.AppAuthMiddleware(s.gameInviteRecentPlayers),services/go-api/internal/appapi/server.go,436
go-api,小程序 API,GET,/api/app/game-invites/referral-records,否,小程序登录态,s.AppAuthMiddleware(s.gameInviteReferralRecords),services/go-api/internal/appapi/server.go,445
go-api,小程序 API,POST,/api/app/game-invites/reminders,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.createGameInviteReminder)),services/go-api/internal/appapi/server.go,442
go-api,小程序 API,POST,/api/app/game-invites/replay,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.createReplayGameInvite)),services/go-api/internal/appapi/server.go,441
go-api,小程序 API,GET,/api/app/game-invites/replay-context,否,小程序登录态,s.AppAuthMiddleware(s.gameInviteReplayContext),services/go-api/internal/appapi/server.go,438
go-api,小程序 API,GET,/api/app/game-invites/system-recommendations,否,小程序登录态,s.AppAuthMiddleware(s.gameInviteSystemRecommendations),services/go-api/internal/appapi/server.go,439
go-api,小程序 API,GET,/api/app/games,否,小程序登录态,s.AppAuthMiddleware(s.listGames),services/go-api/internal/appapi/server.go,421
go-api,小程序 API,POST,/api/app/games,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.createGame)),services/go-api/internal/appapi/server.go,415
go-api,小程序 API,DELETE,/api/app/games/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.routeGameDelete)),services/go-api/internal/appapi/server.go,726
go-api,小程序 API,GET,/api/app/games/,是,小程序登录态,s.AppAuthMiddleware(s.routeGameGet),services/go-api/internal/appapi/server.go,454
go-api,小程序 API,POST,/api/app/games/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.routeGamePost)),services/go-api/internal/appapi/server.go,725
go-api,小程序 API,PUT,/api/app/games/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.routeGamePut)),services/go-api/internal/appapi/server.go,455
go-api,小程序 API,GET,/api/app/games/application-config,否,小程序登录态,s.AppAuthMiddleware(s.gameApplicationConfig),services/go-api/internal/appapi/server.go,427
go-api,小程序 API,POST,/api/app/games/applications/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.reviewApplication)),services/go-api/internal/appapi/server.go,723
go-api,小程序 API,GET,/api/app/games/applications/my,否,小程序登录态,s.AppAuthMiddleware(s.myApplications),services/go-api/internal/appapi/server.go,430
go-api,小程序 API,GET,/api/app/games/cancel-config,否,小程序登录态,s.AppAuthMiddleware(s.gameCancelConfig),services/go-api/internal/appapi/server.go,429
go-api,小程序 API,GET,/api/app/games/category-config,否,小程序登录态,s.AppAuthMiddleware(s.gameCategoryConfigHandler),services/go-api/internal/appapi/server.go,425
go-api,小程序 API,GET,/api/app/games/city,否,小程序登录态,s.AppAuthMiddleware(s.sameCityGames),services/go-api/internal/appapi/server.go,446
go-api,小程序 API,GET,/api/app/games/condition-rule-config,否,小程序登录态,s.AppAuthMiddleware(s.gameConditionRuleConfig),services/go-api/internal/appapi/server.go,428
go-api,小程序 API,GET,/api/app/games/create-template-config,否,小程序登录态,s.AppAuthMiddleware(s.gameCreateTemplateConfigHandler),services/go-api/internal/appapi/server.go,426
go-api,小程序 API,GET,/api/app/games/favorites/my,否,小程序登录态,s.AppAuthMiddleware(s.myFavoriteGames),services/go-api/internal/appapi/server.go,433
go-api,小程序 API,POST,/api/app/games/invitations/,是,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.respondGameInvitation)),services/go-api/internal/appapi/server.go,452
go-api,小程序 API,GET,/api/app/games/my/manage,否,小程序登录态,s.AppAuthMiddleware(s.myManagedGames),services/go-api/internal/appapi/server.go,422
